"transcript_id","length","expression","half_life","type"
"NM_175876",5099,7.66,2.12765957446809,"coding"
"NM_012482",3535,19.46,2.12765957446809,"coding"
"NM_016545",2369,12.38,2.12765957446809,"coding"
"NM_001008896",2831,1.26,2.12765957446809,"coding"
"NM_017638",1845,3.76,2.12765957446809,"coding"
"NM_017879",2523,5.27,2.12765957446809,"coding"
"NM_025040",4627,3.58,2.12765957446809,"coding"
"NM_206894",2445,3.86,2.12765957446809,"coding"
"NM_021030",2967,2.01,2.12765957446809,"coding"
"NM_001010851",2975,4.73,2.12765957446809,"coding"
"NM_013398",2466,5.86,2.12765957446809,"coding"
"NM_020880",3010,2.66,2.12765957446809,"coding"
"NM_198089",2673,4.29,2.12765957446809,"coding"
"NM_152603",2702,2.25,2.12765957446809,"coding"
"NM_153608",2206,4.5,2.12765957446809,"coding"
"NM_013362",2731,2.57,2.12765957446809,"coding"
"NM_178544",4566,1.09,2.12765957446809,"coding"
"NM_003244",2076,30.59,2.12765957446809,"coding"
"NM_015896",1780,4.6,2.12765957446809,"coding"
"NM_178342",1874,1.59,2.12765957446809,"coding"
"NM_002048",2828,16.24,2.12765957446809,"coding"
"NM_031219",1787,3.34,2.12765957446809,"coding"
"NM_032641",1227,6.52,2.12765957446809,"coding"
"NM_181708",1495,2.96,2.12765957446809,"coding"
"NM_001042555",6882,6.14,2.12765957446809,"coding"
"NM_019858",2516,3.95,2.12765957446809,"coding"
"NM_018169",6246,2.14,2.12765957446809,"coding"
"NM_019110",2307,3.88,2.12765957446809,"coding"
"NM_001039643",3931,9.69,2.12765957446809,"coding"
"NM_032936",883,7.42,2.12765957446809,"coding"
"NM_004496",3124,2.4,2.12765957446809,"coding"
"NM_016651",3775,5.03,2.12765957446809,"coding"
"NM_006194",1630,6.8,2.12765957446809,"coding"
"NM_003414",3205,7.91,2.12765957446809,"coding"
"NM_001005404",5242,3.18,2.12765957446809,"coding"
"NM_024631",2253,7.19,2.12765957446809,"coding"
"NM_032424",4095,4.66,2.12765957446809,"coding"
"NM_001004326",1783,1.08,2.12765957446809,"coding"
"NM_032246",3398,2.49,2.12765957446809,"coding"
"NM_024708",2630,6.96,2.12765957446809,"coding"
"NM_024511",5621,2.28,2.12765957446809,"coding"
"NM_005841",2612,5.57,2.12765957446809,"coding"
"NM_000171",1715,4.33,2.1505376344086,"coding"
"NM_004417",2015,60.59,2.1505376344086,"coding"
"NM_004418",1702,52.56,2.1505376344086,"coding"
"NM_144949",4510,9.92,2.1505376344086,"coding"
"NM_032138",3009,5.61,2.1505376344086,"coding"
"NM_031212",1889,18.69,2.1505376344086,"coding"
"NM_005674",2386,7.84,2.1505376344086,"coding"
"NM_080829",4292,1.03,2.1505376344086,"coding"
"NM_025054",8192,4.4,2.1505376344086,"coding"
"NM_006958",2632,7.51,2.1505376344086,"coding"
"NM_002467",2377,454.37,2.1505376344086,"coding"
"NM_015911",1591,13.4,2.1505376344086,"coding"
"NM_022774",2217,6.48,2.1505376344086,"coding"
"NM_174895",720,1.06,2.1505376344086,"coding"
"NM_207333",6145,1.38,2.1505376344086,"coding"
"NM_004831",3184,19.42,2.1505376344086,"coding"
"NM_004234",3082,2.09,2.1505376344086,"coding"
"NM_080662",1143,6.15,2.1505376344086,"coding"
"NM_014650",2593,2.08,2.1505376344086,"coding"
"NM_021216",3116,1.88,2.1505376344086,"coding"
"NM_002229",1832,57.63,2.1505376344086,"coding"
"NM_001037813",2223,6.77,2.1505376344086,"coding"
"NM_014872",4631,9.58,2.1505376344086,"coding"
"NM_006626",4132,2.26,2.1505376344086,"coding"
"NM_012210",3160,15.24,2.1505376344086,"coding"
"NM_003558",3313,4.42,2.1505376344086,"coding"
"NM_032786",2121,5.77,2.1505376344086,"coding"
"NM_004064",2422,28.05,2.1505376344086,"coding"
"NM_003192",1575,13.91,2.1505376344086,"coding"
"NM_005627",2386,115.04,2.1505376344086,"coding"
"NM_001010868",2110,1.18,2.1505376344086,"coding"
"NM_001010844",1157,3.08,2.1505376344086,"coding"
"NM_030963",2158,7.33,2.1505376344086,"coding"
"NM_001039754",3349,1.75,2.1505376344086,"coding"
"NM_017658",2034,7.59,2.1505376344086,"coding"
"NM_005252",2084,32.83,2.1505376344086,"coding"
"NM_052944",2384,1.01,2.1505376344086,"coding"
"NM_020786",3830,11.51,2.1505376344086,"coding"
"NM_001451",2579,43.56,2.1505376344086,"coding"
"NM_144657",2893,2,2.1505376344086,"coding"
"NM_016261",2472,6.39,2.1505376344086,"coding"
"NM_006456",1908,1.87,2.1505376344086,"coding"
"NM_052857",1646,8.03,2.1505376344086,"coding"
"NM_018019",2222,13.63,2.1505376344086,"coding"
"NM_144664",3868,3.24,2.1505376344086,"coding"
"NM_017704",1924,4.36,2.1505376344086,"coding"
"NM_207380",4707,3.11,2.1505376344086,"coding"
"NM_183376",4071,4.43,2.1505376344086,"coding"
"NM_020234",1233,10.72,2.1505376344086,"coding"
"NM_024028",2506,1.42,2.17391304347826,"coding"
"NM_016618",1774,3.8,2.17391304347826,"coding"
"NM_005168",2683,15.28,2.17391304347826,"coding"
"NM_001692",1956,1.47,2.17391304347826,"coding"
"NM_014562",2176,5.67,2.17391304347826,"coding"
"NM_006577",2788,9.65,2.17391304347826,"coding"
"NM_005398",2647,2.73,2.17391304347826,"coding"
"NM_024942",2336,2.14,2.17391304347826,"coding"
"NM_207371",6339,1.44,2.17391304347826,"coding"
"NM_183005",1450,12.17,2.17391304347826,"coding"
"NM_002655",7313,2.74,2.17391304347826,"coding"
"NM_024607",3807,2.91,2.17391304347826,"coding"
"NM_003724",3974,5.24,2.17391304347826,"coding"
"NM_032833",5264,33.48,2.17391304347826,"coding"
"NM_019099",2272,2.71,2.17391304347826,"coding"
"NM_033213",2005,4.37,2.17391304347826,"coding"
"NM_002379",2414,4.55,2.17391304347826,"coding"
"NM_152500",1914,1.15,2.17391304347826,"coding"
"NM_001993",2153,4.21,2.17391304347826,"coding"
"NM_152281",2186,9.4,2.17391304347826,"coding"
"NM_170725",2712,4.55,2.17391304347826,"coding"
"NM_032872",1898,1.67,2.17391304347826,"coding"
"NM_002923",1345,14.42,2.17391304347826,"coding"
"NM_025079",2697,29.41,2.17391304347826,"coding"
"NM_144686",2434,1.18,2.17391304347826,"coding"
"NM_144976",2553,3.05,2.17391304347826,"coding"
"NM_152353",990,2.23,2.17391304347826,"coding"
"NM_152289",3462,8.22,2.17391304347826,"coding"
"NM_001039654",1146,14.05,2.17391304347826,"coding"
"NM_198855",2469,2.92,2.17391304347826,"coding"
"NM_021910",1466,1.05,2.17391304347826,"coding"
"NM_001040185",4577,1.45,2.17391304347826,"coding"
"NM_173632",4934,3.71,2.17391304347826,"coding"
"NM_152303",2487,2.21,2.17391304347826,"coding"
"NM_024840",2308,1.58,2.17391304347826,"coding"
"NM_013361",2431,3.25,2.17391304347826,"coding"
"NM_004232",2650,6.37,2.17391304347826,"coding"
"NM_020307",2625,18.75,2.17391304347826,"coding"
"NM_033027",3204,18.16,2.17391304347826,"coding"
"NM_153268",2062,4.63,2.17391304347826,"coding"
"NM_001005474",3938,3.2,2.17391304347826,"coding"
"NM_203434",1281,26.89,2.17391304347826,"coding"
"NM_203453",3023,1.69,2.17391304347826,"coding"
"NM_017913",1724,11.97,2.17391304347826,"coding"
"NM_000889",2798,1.92,2.17391304347826,"coding"
"NM_002309",3868,10.85,2.17391304347826,"coding"
"NM_007149",3095,3.49,2.17391304347826,"coding"
"NM_004277",2959,1.07,2.17391304347826,"coding"
"NM_001004317",5504,2.22,2.17391304347826,"coding"
"NM_020931",2878,1.34,2.17391304347826,"coding"
"NM_003107",4912,25.42,2.17391304347826,"coding"
"NM_020781",5493,12.33,2.17391304347826,"coding"
"NM_212460",3162,3.29,2.17391304347826,"coding"
"NM_020529",1550,32.74,2.17391304347826,"coding"
"NM_001040662",1784,6.65,2.17391304347826,"coding"
"NM_003031",2393,11.57,2.17391304347826,"coding"
"NM_014699",6207,9.03,2.17391304347826,"coding"
"NM_003450",2264,8.78,2.17391304347826,"coding"
"NM_024297",2005,57.23,2.17391304347826,"coding"
"NM_020649",1542,22.65,2.17391304347826,"coding"
"NM_024039",2509,5.61,2.17391304347826,"coding"
"NM_021211",2652,9.13,2.17391304347826,"coding"
"NM_173811",1966,2.94,2.17391304347826,"coding"
"NM_000280",2816,4,2.17391304347826,"coding"
"NM_006831",2437,19.48,2.17391304347826,"coding"
"NM_152316",1770,8.77,2.17391304347826,"coding"
"NM_001003942",4700,2.93,2.17391304347826,"coding"
"NM_152260",1839,15.37,2.17391304347826,"coding"
"NM_001189",2165,7.39,2.17391304347826,"coding"
"NM_052864",3090,3.8,2.17391304347826,"coding"
"NM_032765",2244,3.78,2.1978021978022,"coding"
"NM_020666",2524,9.48,2.1978021978022,"coding"
"NM_004270",1066,4.24,2.1978021978022,"coding"
"NM_145702",2448,1.57,2.1978021978022,"coding"
"NM_014755",5544,8.25,2.1978021978022,"coding"
"NM_001008489",1138,1.69,2.1978021978022,"coding"
"NM_002398",3198,19.01,2.1978021978022,"coding"
"NM_024093",902,10.58,2.1978021978022,"coding"
"NM_152903",5228,6.16,2.1978021978022,"coding"
"NM_001109",3280,1.79,2.1978021978022,"coding"
"NM_005029",1407,5.62,2.1978021978022,"coding"
"NM_032772",2798,10.76,2.1978021978022,"coding"
"NM_003434",2682,5.21,2.1978021978022,"coding"
"NM_001032282",3085,14.95,2.1978021978022,"coding"
"NM_014789",6642,4.66,2.1978021978022,"coding"
"NM_147189",4368,1.72,2.1978021978022,"coding"
"NM_003395",1631,6.97,2.1978021978022,"coding"
"NM_024804",1905,2.83,2.1978021978022,"coding"
"NM_000740",2757,1.5,2.1978021978022,"coding"
"NM_199173",498,3.87,2.1978021978022,"coding"
"NM_007034",2250,7.24,2.1978021978022,"coding"
"NM_031459",3503,5.75,2.1978021978022,"coding"
"NM_013380",3658,1.81,2.1978021978022,"coding"
"NM_032689",4352,3.28,2.1978021978022,"coding"
"NM_173480",1948,4.5,2.1978021978022,"coding"
"NM_020657",4317,6.28,2.1978021978022,"coding"
"NM_181846",4648,4.98,2.1978021978022,"coding"
"NM_004907",2088,50.01,2.1978021978022,"coding"
"NM_013359",2534,1.36,2.1978021978022,"coding"
"NM_020639",3890,1.68,2.1978021978022,"coding"
"NM_182627",1584,5.47,2.1978021978022,"coding"
"NM_018133",4696,11.16,2.1978021978022,"coding"
"NM_001234",1425,1.35,2.1978021978022,"coding"
"NM_018657",3178,7.41,2.1978021978022,"coding"
"NM_001002026",3359,2.75,2.1978021978022,"coding"
"NM_173552",4091,8.35,2.1978021978022,"coding"
"NM_198469",699,1.93,2.1978021978022,"coding"
"NM_006079",1930,16.6,2.1978021978022,"coding"
"NM_016487",923,10.14,2.1978021978022,"coding"
"NM_002648",2684,8.01,2.1978021978022,"coding"
"NM_145111",2507,2.38,2.1978021978022,"coding"
"NM_017715",2603,25.43,2.1978021978022,"coding"
"NM_152739",2076,1.34,2.1978021978022,"coding"
"NM_152626",3125,2.53,2.1978021978022,"coding"
"NM_001505",2981,1.1,2.1978021978022,"coding"
"NM_203309",3484,25.59,2.1978021978022,"coding"
"NM_080867",7029,2.99,2.1978021978022,"coding"
"NM_024644",2463,35.11,2.1978021978022,"coding"
"NM_174943",891,1.51,2.1978021978022,"coding"
"NM_001013638",1209,2.71,2.1978021978022,"coding"
"NM_030624",2146,22.98,2.1978021978022,"coding"
"NM_017622",1758,4,2.1978021978022,"coding"
"NM_020233",1518,3.93,2.1978021978022,"coding"
"NM_002033",5937,5.26,2.1978021978022,"coding"
"NM_001033517",1490,2.2,2.1978021978022,"coding"
"NM_025201",3675,9.97,2.1978021978022,"coding"
"NM_033211",3028,16.12,2.22222222222222,"coding"
"NM_000958",3432,5.25,2.22222222222222,"coding"
"NM_001024646",1887,33.44,2.22222222222222,"coding"
"NM_006449",3981,3.87,2.22222222222222,"coding"
"NM_173077",1125,1.11,2.22222222222222,"coding"
"NM_030577",1406,15.58,2.22222222222222,"coding"
"NM_002357",5587,3.93,2.22222222222222,"coding"
"NM_017817",1530,16.84,2.22222222222222,"coding"
"NM_153371",4718,4.45,2.22222222222222,"coding"
"NM_001039799",3249,1.42,2.22222222222222,"coding"
"NM_032199",7507,24.93,2.22222222222222,"coding"
"NM_145202",740,4.82,2.22222222222222,"coding"
"NM_006038",4058,7.53,2.22222222222222,"coding"
"NM_152667",2352,4.38,2.22222222222222,"coding"
"NM_178331",423,1.34,2.22222222222222,"coding"
"NM_080603",2206,8.48,2.22222222222222,"coding"
"NM_013248",1176,15.67,2.22222222222222,"coding"
"NM_018310",1978,19.46,2.22222222222222,"coding"
"NM_203390",4718,11.68,2.22222222222222,"coding"
"NM_145214",2715,27.76,2.22222222222222,"coding"
"NM_003993",2175,23.56,2.22222222222222,"coding"
"NM_025106",3081,18.91,2.22222222222222,"coding"
"NM_020897",3717,2.07,2.22222222222222,"coding"
"NM_052841",1330,1.81,2.22222222222222,"coding"
"NM_004364",2385,5.62,2.22222222222222,"coding"
"NM_001008727",1735,18.74,2.22222222222222,"coding"
"NM_152360",2501,1.92,2.22222222222222,"coding"
"NM_178523",3070,4.05,2.22222222222222,"coding"
"NM_133473",3815,2.25,2.22222222222222,"coding"
"NM_024967",1632,6.97,2.22222222222222,"coding"
"NM_152604",1694,3.92,2.22222222222222,"coding"
"NM_001008401",3681,1.3,2.22222222222222,"coding"
"NM_022752",3606,18.52,2.22222222222222,"coding"
"NM_006959",2678,3.34,2.22222222222222,"coding"
"NM_173631",2788,1.55,2.22222222222222,"coding"
"NM_145295",2772,1.73,2.22222222222222,"coding"
"NM_013360",1595,3.02,2.22222222222222,"coding"
"NM_003409",2896,3.03,2.22222222222222,"coding"
"NM_152470",5276,4.86,2.22222222222222,"coding"
"NM_020727",7370,4.74,2.22222222222222,"coding"
"NM_002888",1545,4.67,2.22222222222222,"coding"
"NM_023067",2744,7.03,2.22222222222222,"coding"
"NM_016362",518,4.82,2.22222222222222,"coding"
"NM_015508",3857,8.33,2.22222222222222,"coding"
"NM_173656",2200,5.61,2.22222222222222,"coding"
"NM_003670",2922,29.23,2.22222222222222,"coding"
"NM_033334",1918,26.06,2.22222222222222,"coding"
"NM_005802",4163,10.64,2.22222222222222,"coding"
"NM_025182",3045,4.24,2.22222222222222,"coding"
"NM_001206",5208,18.23,2.22222222222222,"coding"
"NM_007135",2077,7.34,2.22222222222222,"coding"
"NM_197977",3280,3.76,2.22222222222222,"coding"
"NM_006982",1442,8.29,2.22222222222222,"coding"
"NM_014212",2100,26.1,2.22222222222222,"coding"
"NM_003740",3800,10.21,2.22222222222222,"coding"
"NM_006290",4446,3.38,2.22222222222222,"coding"
"NM_152753",5115,1.67,2.22222222222222,"coding"
"NM_152732",931,6.73,2.22222222222222,"coding"
"NM_006299",1669,8.44,2.22222222222222,"coding"
"NM_152553",1799,16.35,2.22222222222222,"coding"
"NM_152556",2930,3.16,2.22222222222222,"coding"
"NM_152411",3354,5.43,2.22222222222222,"coding"
"NM_016265",5074,3.32,2.22222222222222,"coding"
"NM_000522",2514,1.42,2.22222222222222,"coding"
"NM_145115",4359,11.2,2.22222222222222,"coding"
"NM_017420",6214,12.09,2.22222222222222,"coding"
"NM_005982",1378,16.73,2.22222222222222,"coding"
"NM_174944",1264,1.9,2.22222222222222,"coding"
"NM_173475",3005,5.55,2.22222222222222,"coding"
"NM_001048212",1374,2.59,2.22222222222222,"coding"
"NM_024336",2308,10.82,2.22222222222222,"coding"
"NM_153261",2130,3.03,2.22222222222222,"coding"
"NM_006962",3598,2.33,2.22222222222222,"coding"
"NM_178519",2970,1,2.22222222222222,"coding"
"NM_003655",2655,34.13,2.22222222222222,"coding"
"NM_003620",3163,10.77,2.22222222222222,"coding"
"NM_032325",2836,24.5,2.22222222222222,"coding"
"NM_003390",4232,17.46,2.22222222222222,"coding"
"NM_133639",1167,18.02,2.22222222222222,"coding"
"NM_014793",2931,6.74,2.22222222222222,"coding"
"NM_015492",3775,18.22,2.22222222222222,"coding"
"NM_015322",2583,20.21,2.22222222222222,"coding"
"NM_203373",1526,3.34,2.22222222222222,"coding"
"NM_003215",3650,1.76,2.22222222222222,"coding"
"NM_006622",2795,16.02,2.24719101123596,"coding"
"NM_178450",1816,6.8,2.24719101123596,"coding"
"NM_173665",2030,3.03,2.24719101123596,"coding"
"NM_198273",4261,3.19,2.24719101123596,"coding"
"NM_173670",4600,10.34,2.24719101123596,"coding"
"NM_198256",3240,5.47,2.24719101123596,"coding"
"NM_014362",1744,14.99,2.24719101123596,"coding"
"NM_003467",1912,84.45,2.24719101123596,"coding"
"NM_003709",1640,24.89,2.24719101123596,"coding"
"NM_033111",3273,4.95,2.24719101123596,"coding"
"NM_006022",4815,26.19,2.24719101123596,"coding"
"NM_001039650",1532,2.57,2.24719101123596,"coding"
"NM_206808",2602,4.37,2.24719101123596,"coding"
"NM_147156",3767,17.75,2.24719101123596,"coding"
"NM_001001971",3379,12.25,2.24719101123596,"coding"
"NM_173192",2636,1.46,2.24719101123596,"coding"
"NM_012083",2222,16.59,2.24719101123596,"coding"
"NM_032804",3739,12.46,2.24719101123596,"coding"
"NM_020436",3452,30.08,2.24719101123596,"coding"
"NM_022482",4752,4.65,2.24719101123596,"coding"
"NM_033118",2683,2.04,2.24719101123596,"coding"
"NM_024613",2905,4.25,2.24719101123596,"coding"
"NM_003416",2351,16.7,2.24719101123596,"coding"
"NM_018941",4817,1.18,2.24719101123596,"coding"
"NM_024700",2531,13.04,2.24719101123596,"coding"
"NM_018040",2338,16.18,2.24719101123596,"coding"
"NM_001012970",579,2.83,2.24719101123596,"coding"
"NM_022836",3664,14.22,2.24719101123596,"coding"
"NM_001674",2361,8.25,2.24719101123596,"coding"
"NM_003462",2663,1.48,2.24719101123596,"coding"
"NM_198893",4980,2.2,2.24719101123596,"coding"
"NM_017656",5541,7.4,2.24719101123596,"coding"
"NM_032679",3067,1.06,2.24719101123596,"coding"
"NM_024108",822,1.99,2.24719101123596,"coding"
"NM_152477",1950,2.32,2.24719101123596,"coding"
"NM_001023561",2076,3.85,2.24719101123596,"coding"
"NM_144689",2990,2.35,2.24719101123596,"coding"
"NM_022006",713,1.61,2.24719101123596,"coding"
"NM_024691",2327,1.24,2.24719101123596,"coding"
"NM_006630",2362,3.51,2.24719101123596,"coding"
"NM_015675",1363,31.01,2.24719101123596,"coding"
"NM_173354",4723,135.18,2.24719101123596,"coding"
"NM_015008",6012,6.99,2.24719101123596,"coding"
"NM_020654",4934,1.17,2.24719101123596,"coding"
"NM_153690",3182,23.65,2.24719101123596,"coding"
"NM_016331",3013,10.05,2.24719101123596,"coding"
"NM_173824",1382,9.7,2.24719101123596,"coding"
"NM_003420",2664,7.75,2.24719101123596,"coding"
"NM_018847",4412,8.22,2.24719101123596,"coding"
"NM_001025780",3153,7.8,2.24719101123596,"coding"
"NM_014007",2941,11.15,2.24719101123596,"coding"
"NM_005511",1524,1.13,2.24719101123596,"coding"
"NM_001490",5536,2.17,2.24719101123596,"coding"
"NM_152640",2105,6.37,2.24719101123596,"coding"
"NM_153693",2072,27.48,2.24719101123596,"coding"
"NM_182492",3601,1.92,2.24719101123596,"coding"
"NM_032051",3812,19.87,2.24719101123596,"coding"
"NM_015094",6794,1.7,2.24719101123596,"coding"
"NM_005906",3830,1.1,2.24719101123596,"coding"
"NM_014895",5051,1.73,2.24719101123596,"coding"
"NM_206921",3335,3.99,2.24719101123596,"coding"
"NM_014797",5597,8.79,2.24719101123596,"coding"
"NM_033260",2322,10.34,2.24719101123596,"coding"
"NM_001453",1662,23.69,2.24719101123596,"coding"
"NM_001003690",1550,21.23,2.24719101123596,"coding"
"NM_152749",1530,26.74,2.24719101123596,"coding"
"NM_006213",1431,2.69,2.24719101123596,"coding"
"NM_003454",3609,7.14,2.24719101123596,"coding"
"NM_018380",2786,15.9,2.24719101123596,"coding"
"NM_153688",3190,7.77,2.24719101123596,"coding"
"NM_021242",2372,59.93,2.24719101123596,"coding"
"NM_005497",1889,7.3,2.24719101123596,"coding"
"NM_005749",1830,45.62,2.24719101123596,"coding"
"NM_000346",3935,3.18,2.24719101123596,"coding"
"NM_016078",1933,3.39,2.24719101123596,"coding"
"NM_004420",2377,1.66,2.24719101123596,"coding"
"NM_031307",1851,7.71,2.24719101123596,"coding"
"NM_003824",1873,38.59,2.24719101123596,"coding"
"NM_016090",2025,7.71,2.24719101123596,"coding"
"NM_018315",3896,8.96,2.24719101123596,"coding"
"NM_004354",2044,6.18,2.24719101123596,"coding"
"NM_012118",1971,25.31,2.24719101123596,"coding"
