"transcript_id","length","expression","half_life","type","gc_content","mfe","seq_length","mfe_per_nt"
"NM_000437",2547,8.44,2.89855072463768,"coding",0.476340694006309,-1167.2,3487,-0.334728993404072
"NM_000447",2236,22.61,4.92307692307692,"coding",0.550022232103157,-859.4,2249,-0.382125389061805
"NM_000455",3286,10.33,2.66666666666667,"coding",0.670209535378075,-1633.9,3293,-0.496173701791679
"NM_000456",2564,11.78,2.63157894736842,"coding",0.538650306748466,-903,2445,-0.369325153374233
"NM_000461",6341,4,2.5974025974026,"coding",0.43257065948856,-2094.8,7430,-0.281938088829071
"NM_000465",2530,13.81,2.66666666666667,"coding",0.378605330412559,-1442.3,5478,-0.263289521723257
"NM_000466",4390,2.35,3.17460317460317,"coding",0.416113527122911,-1229.9,4369,-0.281506065461204
"NM_000474",1669,2.31,2.73972602739726,"coding",0.571779141104295,-629.2,1630,-0.38601226993865
"NM_000476",2271,17.93,16,"coding",0.57801094890511,-873.6,2192,-0.398540145985401
"NM_000479",2008,3.21,3.44827586206897,"coding",0.730237700386954,-947.3,1809,-0.523659480375898
"NM_000489",10452,6.29,2.89855072463768,"coding",0.368562472010748,-2723.57,11165,-0.243938199731303
"NM_000495",6445,9.73,2.8169014084507,"coding",0.50790726239828,-2590.1,6513,-0.397681559957009
"NM_000505",2048,4.66,8.94117647058824,"coding",0.649803536345776,-890.6,2036,-0.437426326129666
"NM_000522",2514,1.42,2.22222222222222,"coding",0.437088733798604,-1536.1,5015,-0.30630109670987
"NM_000527",5175,42.28,2.53164556962025,"coding",0.546684709066306,-1939.77,5173,-0.374979702300406
"NM_000530",1944,2.97,3.63636363636364,"coding",0.559712967708867,-731.6,1951,-0.374987186058432
"NM_000534",3239,3.75,2.73972602739726,"coding",0.364068441064639,-750.5,3156,-0.237801013941698
"NM_000535",2836,6.87,3.77358490566038,"coding",0.471824072256038,-1822,5093,-0.357745925780483
"NM_000545",3249,2.31,2.85714285714286,"coding",0.63683904706566,-1526.8,3442,-0.443579314352121
"NM_000546",2629,36.93,11.6923076923077,"coding",0.533837579617834,-892.4,2512,-0.355254777070064
"NM_000553",5745,7.54,2.53164556962025,"coding",0.384158415841584,-2007.7,7575,-0.265042904290429
"NM_000560",1572,3.06,3.2258064516129,"coding",0.453156146179402,-430.9,1505,-0.286312292358804
"NM_000574",2308,150.63,9.25,"coding",0.391505791505792,-665.3,2590,-0.256872586872587
"NM_000598",2638,1.78,6.70967741935484,"coding",0.511289705319556,-913,2613,-0.349406812093379
"NM_000599",6316,1.71,12,"coding",0.518512582144574,-2224.3,6239,-0.356515467222311
"NM_000600",1125,1.71,2.5974025974026,"coding",0.425022182786158,-305.1,1127,-0.270718722271517
"NM_000602",2876,38.89,6.28571428571429,"coding",0.515209125475285,-1108.3,3156,-0.35117237008872
"NM_000614",1891,3.72,3.27868852459016,"coding",0.441640378548896,-572.8,1902,-0.301156677181914
"NM_000617",4103,17.26,5.05263157894737,"coding",0.430784123910939,-1244.7,4132,-0.301234269119071
"NM_000618",7260,1.78,2.85714285714286,"coding",0.366222344372681,-1749.44,7277,-0.240406761027896
"NM_000628",1935,3.98,6.66666666666667,"coding",0.475528078310149,-624.3,1941,-0.321638330757342
"NM_000629",6099,3.62,7.2,"coding",0.420082304526749,-1977.3,6075,-0.325481481481481
"NM_000633",6492,2.7,2.73972602739726,"coding",0.443976166254905,-2110.5,6881,-0.306714140386572
"NM_000635",4015,7.37,2.85714285714286,"coding",0.585501389239707,-1498.4,3959,-0.378479413993433
"NM_000637",2262,63.19,13.2972972972973,"coding",0.467369808833223,-1120.6,3034,-0.369347396176664
"NM_000641",2354,41.36,4.17391304347826,"coding",0.56349873843566,-1053.1,2378,-0.442851135407906
"NM_000660",2346,21.84,23.2727272727273,"coding",0.635971223021583,-1191.7,2780,-0.428669064748201
"NM_000662",1438,5.36,2.38095238095238,"coding",0.371873262923847,-436,1799,-0.242356864924958
"NM_000671",2644,19.82,11.25,"coding",0.414781297134238,-743.5,2652,-0.280354449472097
"NM_000676",1885,20.12,2.66666666666667,"coding",0.525624178712221,-556.2,1522,-0.365440210249671
"NM_000688",2407,56.33,6.35294117647059,"coding",0.514105263157895,-789.8,2375,-0.332547368421053
"NM_000691",1722,1.06,10.2325581395349,"coding",0.602806589383771,-647.3,1639,-0.394935936546675
"NM_000692",3044,56.21,4.48484848484848,"coding",0.517833553500661,-1094.7,3028,-0.361525759577279
"NM_000693",3442,2.1,3.44827586206897,"coding",0.474488325165754,-1124.2,3469,-0.324070337272989
"NM_000696",2500,22.62,11.2222222222222,"coding",0.453862212943633,-734.6,2395,-0.306722338204593
"NM_000697",2335,2.1,2.40963855421687,"coding",0.568561872909699,-920.4,2392,-0.384782608695652
"NM_000700",1399,30.7,17.3333333333333,"coding",0.408279800142755,-345.6,1401,-0.246680942184154
"NM_000709",1781,6.99,19.5,"coding",0.606773823191734,-716,1742,-0.411021814006889
"NM_000712",1094,17.2,9.71428571428572,"coding",0.504655493482309,-366.8,1074,-0.341527001862197
"NM_000720",7193,1.73,2.5,"coding",0.485417329515325,-3065.6,9429,-0.325124615547778
"NM_000722",3822,14.16,3.03030303030303,"coding",0.371652081675948,-1942.9,7542,-0.257610713338637
"NM_000723",3687,9.08,2.66666666666667,"coding",0.599299380220965,-1529.7,3711,-0.412206952303961
"NM_000725",2714,9.74,6.42857142857143,"coding",0.6158307744797,-1247.5,2931,-0.425622654384169
"NM_000740",2757,1.5,2.1978021978022,"coding",0.431077694235589,-2531.6,8778,-0.28840282524493
"NM_000743",3020,1.05,6.15384615384615,"coding",0.486567164179104,-956.5,3015,-0.317247097844113
"NM_000745",2468,7.15,8,"coding",0.419265801821695,-1022.2,3623,-0.282141871377312
"NM_000747",2437,1.3,3.77358490566038,"coding",0.534375,-908.8,2560,-0.355
"NM_000754",1289,40.88,13.0909090909091,"coding",0.591109154929577,-923.1,2272,-0.406294014084507
"NM_000773",1667,1.73,2.35294117647059,"coding",0.512544802867384,-540.4,1674,-0.322819593787336
"NM_000781",1821,1.37,2.4390243902439,"coding",0.559608056614045,-684.8,1837,-0.372781709308655
"NM_000785",2503,1.76,9.2,"coding",0.563237774030354,-890.9,2372,-0.375590219224283
"NM_000786",3381,33.91,10.9411764705882,"coding",0.410459587955626,-917.7,3155,-0.290871632329636
"NM_000788",2460,16.16,6.73684210526316,"coding",0.353950518754988,-609,2506,-0.243016759776536
"NM_000791",3932,8.88,9.42857142857143,"coding",0.448073488134728,-1293.5,3919,-0.330058688440929
"NM_000793",6703,38.05,3.57142857142857,"coding",0.407593347976153,-1840.37,6374,-0.288730781299027
"NM_000808",1901,3.95,14.4,"coding",0.468247478877078,-1084.7,3669,-0.295639138729899
"NM_000820",2461,14.03,2.73972602739726,"coding",0.635964912280702,-1145.1,2508,-0.456578947368421
"NM_000821",3236,7.3,10,"coding",0.463208046585495,-2527.3,7556,-0.334475913181578
"NM_000825",1512,1.65,2.08333333333333,"coding",0.391505078485688,-572.4,2166,-0.264265927977839
"NM_000836",4299,6.89,5.45454545454546,"coding",0.690255851932499,-2660.4,5511,-0.482743603701688
"NM_000837",1986,33.52,16.9565217391304,"coding",0.636040609137056,-819.1,1970,-0.415786802030457
"NM_000844",4113,1.12,2.85714285714286,"coding",0.491443721378645,-1346.5,4149,-0.324536032778983
"NM_000845",3321,1.68,2.29885057471264,"coding",0.45707343412527,-1101.3,3704,-0.297327213822894
"NM_000853",1004,2.11,9.33333333333333,"coding",0.573065902578797,-385.2,1047,-0.367908309455587
"NM_000858",1098,53.08,24,"coding",0.625454545454545,-487.4,1100,-0.443090909090909
"NM_000859",4471,19.64,3.63636363636364,"coding",0.411479028697572,-1288,4530,-0.284326710816777
"NM_000861",3870,1.69,2.73972602739726,"coding",0.45561328213237,-1373.8,4427,-0.310323017845042
"NM_000864",2855,1.52,4.90566037735849,"coding",0.50617655920458,-1115.15,3319,-0.335989755950588
"NM_000868",4775,1.35,9.52941176470588,"coding",0.409445498629559,-1372.9,4743,-0.289458148850938
"NM_000875",4989,78.1,3.03030303030303,"coding",0.51671434409481,-4304.5,12235,-0.351818553330609
"NM_000876",9090,16.35,10.3333333333333,"coding",0.494346063580115,-4780.6,14061,-0.339990043382405
"NM_000880",2116,1.5,2.56410256410256,"coding",0.377480158730159,-491.9,2016,-0.243998015873016
"NM_000882",1444,2.13,2.32558139534884,"coding",0.447368421052632,-421.2,1444,-0.291689750692521
"NM_000884",1712,107.68,17.4782608695652,"coding",0.524530587522714,-584.5,1651,-0.354027861901878
"NM_000889",2798,1.92,2.17391304347826,"coding",0.59408410548824,-1206.4,2806,-0.429935851746258
"NM_000890",2912,1.19,2.89855072463768,"coding",0.549110085695452,-2424.6,6068,-0.399571522742254
"NM_000894",523,2.19,1.98019801980198,"coding",0.643129770992366,-209.3,524,-0.399427480916031
"NM_000895",2060,35.32,18.8571428571429,"coding",0.42803738317757,-590.4,2140,-0.27588785046729
"NM_000901",5749,1.86,2.73972602739726,"coding",0.440435082872928,-1694.6,5792,-0.292575966850829
"NM_000904",976,53,5.81818181818182,"coding",0.550792171481827,-381.9,1073,-0.35591798695247
"NM_000908",2651,70.52,5.33333333333333,"coding",0.418701368392809,-2253.9,7454,-0.302374563992487
"NM_000909",2775,3.61,2.66666666666667,"coding",0.363504706734251,-634.9,2762,-0.229869659666908
"NM_000916",4361,2.12,2.63157894736842,"coding",0.498974242078869,-1504.2,4387,-0.34287668110326
"NM_000921",4124,239.94,2.7027027027027,"coding",0.400368412622137,-3528.5,12486,-0.28259650808906
"NM_000922",4784,14.46,3.84615384615385,"coding",0.433361134278565,-1781.7,5995,-0.2971976647206
"NM_000932",3705,18.26,9.5,"coding",0.614742366412214,-1792.4,4192,-0.427576335877863
"NM_000933",5546,11.62,2.40963855421687,"coding",0.402270308620078,-1454.5,5638,-0.257981553742462
"NM_000935",4072,10.87,9.14285714285714,"coding",0.375746066196419,-931.7,3686,-0.252767227346717
"NM_000937",6732,24.5,10.1428571428571,"coding",0.561268336049785,-2318.8,6749,-0.343576826196474
"NM_000938",3748,42.28,9.57575757575758,"coding",0.41003963011889,-1050.2,3785,-0.277463672391017
"NM_000944",4425,19.6,3.57142857142857,"coding",0.428631667720852,-1399.6,4743,-0.295087497364537
"NM_000945",3111,33.53,4.6,"coding",0.406746031746032,-848.9,3024,-0.280720899470899
"NM_000946",1471,6.62,3.84615384615385,"coding",0.395643007730148,-352,1423,-0.247364722417428
"NM_000947",2353,14.23,2.94117647058824,"coding",0.41511072514112,-640.6,2303,-0.278158923143726
"NM_000950",4490,8.91,2.38095238095238,"coding",0.366956134491205,-1085.6,4491,-0.241727900244934
"NM_000956",2395,1.77,3.7037037037037,"coding",0.495117982099268,-837.3,2458,-0.340642799023596
"NM_000958",3432,5.25,2.22222222222222,"coding",0.497231127951035,-1174.8,3431,-0.342407461381521
"NM_000962",5093,3.29,6.5,"coding",0.506972111553785,-1741.8,5020,-0.346972111553785
"NM_000963",4465,2.61,2.29885057471264,"coding",0.368292682926829,-1109.91,4510,-0.24609977827051
"NM_000966",2992,30.93,6,"coding",0.601645526225574,-1224.4,2917,-0.419746314706891
"NM_000968",1449,194.96,23.2,"coding",0.455308281649033,-834.5,2741,-0.304450930317402
"NM_000977",1296,98.97,18.5454545454545,"coding",0.547325102880658,-873,2187,-0.39917695473251
"NM_000984",979,32.53,3.07692307692308,"coding",0.478350515463917,-264.1,970,-0.272268041237113
"NM_000991",4243,31.98,6.22222222222222,"coding",0.55096222380613,-1665.8,4209,-0.395770966975529
"NM_001000",401,49.32,3.7037037037037,"coding",0.430769230769231,-93.5,390,-0.23974358974359
"NM_001001",549,27.06,11.3333333333333,"coding",0.415680473372781,-173.2,676,-0.256213017751479
"NM_001001132",6439,5.54,5.77777777777778,"coding",0.46031746031746,-1630.3,5418,-0.300904392764858
"NM_001001323",6950,9.35,6.46153846153846,"coding",0.377755933155456,-1855.67,7121,-0.260591209099846
"NM_001001330",2308,8.31,3.50877192982456,"coding",0.348221191028616,-1238.7,5172,-0.239501160092807
"NM_001001389",5748,54.7,14.9333333333333,"coding",0.443228970199925,-1488.6,5302,-0.280761976612599
"NM_001001396",8911,5.37,9.37142857142857,"coding",0.466704225352113,-2786.88,8875,-0.314014647887324
"NM_001001410",1214,23.53,10,"coding",0.668595041322314,-591.2,1210,-0.488595041322314
"NM_001001436",1415,9.68,2.35294117647059,"coding",0.355588020452885,-1989.9,6845,-0.290708546384222
"NM_001001479",2542,1.97,3.27868852459016,"coding",0.62862669245648,-1186.7,2585,-0.459071566731141
"NM_001001484",3810,5.8,2.89855072463768,"coding",0.370311252992817,-909.9,3759,-0.242059058260176
"NM_001001485",4753,11.77,10.5454545454545,"coding",0.446743929359823,-1072.2,3624,-0.295860927152318
"NM_001001503",2151,7.21,4.57142857142857,"coding",0.479913606911447,-2072.8,4630,-0.44768898488121
"NM_001001520",2344,14.9,6,"coding",0.632112924569916,-937.9,2267,-0.413718570798412
"NM_001001521",2185,25.17,9.16666666666667,"coding",0.414726840855107,-587.7,2105,-0.279192399049881
"NM_001001523",3084,6.44,2.4390243902439,"coding",0.561047463175123,-1206.7,3055,-0.394991816693944
"NM_001001547",2338,13.33,13.6363636363636,"coding",0.3828125,-508,2048,-0.248046875
"NM_001001549",5043,27.5,3.50877192982456,"coding",0.489916703200351,-1452.8,4562,-0.318456817185445
"NM_001001551",1630,2.54,2.32558139534884,"coding",0.455128205128205,-270.4,936,-0.288888888888889
"NM_001001563",2572,46.45,15.1111111111111,"coding",0.51717292038912,-2361.3,5037,-0.468790946992257
"NM_001001655",1051,27.54,2.94117647058824,"coding",0.543689320388349,-371.8,1030,-0.360970873786408
"NM_001001660",1149,2.26,2.5974025974026,"coding",0.340579710144928,-248.1,1242,-0.19975845410628
"NM_001001662",3313,2.21,2.32558139534884,"coding",0.418730301665916,-1164.67,4442,-0.262194957226475
"NM_001001664",5721,3.12,2.63157894736842,"coding",0.359808454425363,-1546.1,6056,-0.255300528401585
"NM_001001683",861,7.16,4.66666666666667,"coding",0.526315789473684,-272.2,836,-0.325598086124402
"NM_001001710",1163,39.91,7.11111111111111,"coding",0.588450962419798,-392.1,1091,-0.359395050412466
